USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
IL	17031824006	15244810	179568	5.886	0.069	41.6523772	-87.9495062                                                                                                                                       
IL	17031824105	4408747	0	1.702	0.	41.6378233	-87.8374922                                                                                                                                                
IL	17031824106	8553860	23928	3.303	0.009	41.6183582	-87.8230168                                                                                                                                         
IL	17031824107	3813489	0	1.472	0.	41.608418	-87.8133108                                                                                                                                                 
IL	17031824113	7654662	81529	2.955	0.031	41.6223338	-87.8996399                                                                                                                                         
IL	17031824114	6142969	115523	2.372	0.045	41.6192003	-87.8801208                                                                                                                                        
IL	17031824115	2683154	42699	1.036	0.016	41.6238866	-87.8445146                                                                                                                                         
IL	17031824116	8013252	1301442	3.094	0.502	41.6109264	-87.8653784                                                                                                                                       
IL	17031824119	7671236	43640	2.962	0.017	41.5818623	-87.8994716                                                                                                                                         
IL	17031824121	1739354	0	0.672	0.	41.5918128	-87.8275417                                                                                                                                                
IL	17031824122	3977048	0	1.536	0.	41.5799502	-87.8178544                                                                                                                                                
IL	17031824123	3917329	25455	1.512	0.01	41.5898448	-87.7989125                                                                                                                                          
IL	17031824124	1977892	19721	0.764	0.008	41.5957287	-87.8451712                                                                                                                                         
IL	17031824125	1892371	0	0.731	0.	41.5858756	-87.8380624                                                                                                                                                
IL	17031824126	3271427	0	1.263	0.	41.5674897	-87.8311612                                                                                                                                                
IL	17031824127	3070562	0	1.186	0.	41.571626	-87.8452525                                                                                                                                                 
IL	17031824128	8359737	25741	3.228	0.01	41.5711509	-87.8661922                                                                                                                                          
IL	17031824129	7124001	62781	2.751	0.024	41.5896844	-87.8758128                                                                                                                                         
IL	17031824300	4021382	0	1.553	0.	41.6413219	-87.6992646                                                                                                                                                
IL	17031824400	3129945	0	1.208	0.	41.6399603	-87.7262096                                                                                                                                                
IL	17031824503	12281023	148520	4.742	0.057	41.636732	-87.7819886                                                                                                                                        
IL	17031824505	2703601	0	1.044	0.	41.6080768	-87.7686415                                                                                                                                                
IL	17031824507	5142989	5374	1.986	0.002	41.595329	-87.7732419                                                                                                                                           
IL	17031824508	3618094	0	1.397	0.	41.6163142	-87.7914771                                                                                                                                                
IL	17031824509	2918699	0	1.127	0.	41.6187892	-87.771806                                                                                                                                                 
IL	17031824601	3409597	0	1.316	0.	41.6286651	-87.7449388                                                                                                                                                
IL	17031824602	3606731	0	1.393	0.	41.6174076	-87.7384991                                                                                                                                                
IL	17031824701	1734478	0	0.67	0.	41.6281716	-87.71865                                                                                                                                                   
IL	17031824702	2202632	0	0.85	0.	41.6219896	-87.7084844                                                                                                                                                 
IL	17031824800	4626016	0	1.786	0.	41.6244575	-87.6852637                                                                                                                                                
IL	17031824900	5552383	0	2.144	0.	41.609502	-87.6977125                                                                                                                                                 
IL	17031825000	5848101	141500	2.258	0.055	41.6022645	-87.7394453                                                                                                                                        
IL	17031825200	2367741	22317	0.914	0.009	41.5969147	-87.7301778                                                                                                                                         
IL	17031825302	5837512	0	2.254	0.	41.5811669	-87.7574059                                                                                                                                                
IL	17031825303	1920870	0	0.742	0.	41.5816302	-87.7858574                                                                                                                                                
IL	17031825304	2336080	0	0.902	0.	41.5736085	-87.8039867                                                                                                                                                
IL	17031825400	7445020	27586	2.875	0.011	41.5652514	-87.7775704                                                                                                                                         
IL	17031825501	6026987	0	2.327	0.	41.5784583	-87.7170864                                                                                                                                                
IL	17031825503	5084460	36159	1.963	0.014	41.5707194	-87.6820191                                                                                                                                         
IL	17031825504	2617716	0	1.011	0.	41.5644165	-87.7040282                                                                                                                                                
IL	17031825505	5167886	35030	1.995	0.014	41.5635098	-87.7316996                                                                                                                                         
IL	17031825600	6249823	0	2.413	0.	41.5930051	-87.6979153                                                                                                                                                
IL	17031825700	4804119	220107	1.855	0.085	41.6394802	-87.5449604                                                                                                                                        
IL	17031825801	2445029	192553	0.944	0.074	41.6347618	-87.572985                                                                                                                                         
IL	17031825802	1497069	0	0.578	0.	41.6263798	-87.5600589                                                                                                                                                
IL	17031825803	1745675	0	0.674	0.	41.6192447	-87.5620408                                                                                                                                                
IL	17031825900	1612665	0	0.623	0.	41.621696	-87.5423651                                                                                                                                                 
IL	17031826000	1956132	0	0.755	0.	41.6239154	-87.5324077                                                                                                                                                
IL	17031826100	3530817	108623	1.363	0.042	41.6048226	-87.5355854                                                                                                                                        
IL	17031826201	6036538	22050	2.331	0.009	41.6048907	-87.564212                                                                                                                                          
IL	17031826202	2168148	0	0.837	0.	41.5931658	-87.5363658                                                                                                                                                
IL	17031826301	2464187	0	0.951	0.	41.6152862	-87.60649                                                                                                                                                  
IL	17031826303	1557566	0	0.601	0.	41.6134138	-87.5914506                                                                                                                                                
IL	17031826304	1275306	0	0.492	0.	41.6180621	-87.5825095                                                                                                                                                
IL	17031826401	3000488	246111	1.158	0.095	41.6389607	-87.5930136                                                                                                                                        
IL	17031826402	2023806	0	0.781	0.	41.6280651	-87.5900943                                                                                                                                                
IL	17031826500	3535058	57239	1.365	0.022	41.6319154	-87.6156118                                                                                                                                         
IL	17031826600	1512445	0	0.584	0.	41.6363517	-87.6230152                                                                                                                                                
IL	17031826700	1114602	0	0.43	0.	41.6362111	-87.6335585                                                                                                                                                 
IL	17031826800	7943308	0	3.067	0.	41.6373647	-87.6600155                                                                                                                                                
IL	17031826901	1310901	0	0.506	0.	41.6210473	-87.6644797                                                                                                                                                
IL	17031826902	704658	0	0.272	0.	41.61487	-87.6640081                                                                                                                                                   
IL	17031827000	1457365	0	0.563	0.	41.6263396	-87.6451102                                                                                                                                                
IL	17031827100	1611704	0	0.622	0.	41.6180623	-87.6463602                                                                                                                                                
IL	17031827200	3926634	0	1.516	0.	41.6118075	-87.6268201                                                                                                                                                
IL	17031827300	1631976	0	0.63	0.	41.6090306	-87.6462204                                                                                                                                                 
IL	17031827400	2848416	0	1.1	0.	41.6053741	-87.6659521                                                                                                                                                  
IL	17031827500	6868991	0	2.652	0.	41.5924803	-87.6384956                                                                                                                                                
IL	17031827600	2266185	0	0.875	0.	41.5920457	-87.6641411                                                                                                                                                
IL	17031827700	1368524	0	0.528	0.	41.5824275	-87.6657556                                                                                                                                                
IL	17031827801	2841668	0	1.097	0.	41.6012262	-87.6081612                                                                                                                                                
IL	17031827802	1835790	0	0.709	0.	41.6007043	-87.5904264                                                                                                                                                
IL	17031827804	1503428	13483	0.58	0.005	41.5896585	-87.5961218                                                                                                                                          
IL	17031827805	2856661	26894	1.103	0.01	41.582667	-87.600807                                                                                                                                            
IL	17031827901	4074312	0	1.573	0.	41.5872064	-87.5721404                                                                                                                                                
IL	17031827902	3890470	29964	1.502	0.012	41.58562	-87.5451769                                                                                                                                           
IL	17031828000	2534794	14604	0.979	0.006	41.5734205	-87.541792                                                                                                                                          
IL	17031828100	2355167	0	0.909	0.	41.5634411	-87.5356299                                                                                                                                                
IL	17031828201	3616170	17675	1.396	0.007	41.5700056	-87.5664455                                                                                                                                         
IL	17031828202	2407554	0	0.93	0.	41.5610697	-87.565853                                                                                                                                                  
IL	17031828300	11684017	208984	4.511	0.081	41.5701733	-87.611745                                                                                                                                        
IL	17031828401	3788013	0	1.463	0.	41.5679857	-87.6651958                                                                                                                                                
IL	17031828402	3859035	95149	1.49	0.037	41.5696515	-87.6409799                                                                                                                                          
IL	17031828503	9156094	98023	3.535	0.038	41.5027587	-87.5689506                                                                                                                                         
IL	17031828504	10563122	18847	4.078	0.007	41.4811153	-87.5506588                                                                                                                                        
IL	17031828505	12386601	95279	4.782	0.037	41.5444212	-87.5604695                                                                                                                                        
IL	17031828507	4546835	0	1.756	0.	41.5304853	-87.5348993                                                                                                                                                
IL	17031828508	6849755	241622	2.645	0.093	41.5213439	-87.5437438                                                                                                                                        
IL	17031828601	2918060	0	1.127	0.	41.5489586	-87.6608609                                                                                                                                                
IL	17031828602	2334847	14480	0.901	0.006	41.5448091	-87.6408488                                                                                                                                         
IL	17031828701	6792132	0	2.622	0.	41.5431384	-87.6252653                                                                                                                                                
IL	17031828702	11026903	0	4.258	0.	41.5378384	-87.5990585                                                                                                                                               
IL	17031828801	4306537	0	1.663	0.	41.5342762	-87.6617452                                                                                                                                                
IL	17031828802	1629734	0	0.629	0.	41.5321711	-87.6427436                                                                                                                                                
IL	17031828900	3195418	0	1.234	0.	41.5161624	-87.634952                                                                                                                                                 
IL	17031829000	2307523	0	0.891	0.	41.5103261	-87.6234952                                                                                                                                                
IL	17031829100	2614281	0	1.009	0.	41.4966069	-87.6294933                                                                                                                                                
IL	17031829200	2638718	0	1.019	0.	41.5092569	-87.6483161                                                                                                                                                
IL	17031829301	3270160	0	1.263	0.	41.518378	-87.663778                                                                                                                                                  
IL	17031829302	1921015	0	0.742	0.	41.5049432	-87.6662785                                                                                                                                                
IL	17031829401	1098510	0	0.424	0.	41.4969457	-87.6597613                                                                                                                                                
IL	17031829402	5431094	74374	2.097	0.029	41.4825496	-87.6626555                                                                                                                                         
IL	17031829500	5131290	76032	1.981	0.029	41.4882411	-87.6356188                                                                                                                                         
IL	17031829600	1605835	0	0.62	0.	41.473429	-87.633043                                                                                                                                                   
IL	17031829700	18453110	10136	7.125	0.004	41.4937314	-87.5987123                                                                                                                                        
IL	17031829800	5215377	0	2.014	0.	41.5425866	-87.6843362                                                                                                                                                
IL	17031829902	12826597	201193	4.952	0.078	41.5395133	-87.7276252                                                                                                                                       
IL	17031829903	2521019	0	0.973	0.	41.5499963	-87.7228061                                                                                                                                                
IL	17031829904	11162011	43099	4.31	0.017	41.5496776	-87.7612104                                                                                                                                         
IL	17031830001	2643886	45221	1.021	0.017	41.4924088	-87.7697665                                                                                                                                         
IL	17031830003	10671544	0	4.12	0.	41.5137031	-87.7705236                                                                                                                                                
IL	17031830004	8423144	24132	3.252	0.009	41.5153161	-87.7286213                                                                                                                                         
IL	17031830005	7007313	9275	2.706	0.004	41.5219964	-87.6916481                                                                                                                                          
IL	17031830006	5771655	38765	2.228	0.015	41.5004956	-87.7262566                                                                                                                                         
IL	17031830007	3813487	0	1.472	0.	41.481612	-87.7228759                                                                                                                                                 
IL	17031830008	11832553	31490	4.569	0.012	41.4793012	-87.7651372                                                                                                                                        
IL	17031830100	1597026	0	0.617	0.	41.5023717	-87.6877677                                                                                                                                                
IL	17031830201	2900376	0	1.12	0.	41.4834318	-87.7086238                                                                                                                                                 
IL	17031830202	3150250	25898	1.216	0.01	41.491997	-87.6925217                                                                                                                                           
IL	17031830300	2291775	0	0.885	0.	41.4838564	-87.6810647                                                                                                                                                
IL	17031830400	2404856	0	0.929	0.	41.4749198	-87.6918353                                                                                                                                                
IL	17031830500	3827807	285801	1.478	0.11	41.8291246	-87.7193199                                                                                                                                         
IL	17031830600	661394	0	0.255	0.	42.001698	-87.6735738                                                                                                                                                  
IL	17031830700	861986	7945	0.333	0.003	41.9583035	-87.6607646                                                                                                                                           
IL	17031830800	336529	0	0.13	0.	41.9651413	-87.6765775                                                                                                                                                  
IL	17031830900	990467	47216	0.382	0.018	41.9284245	-87.6849065                                                                                                                                          
IL	17031831000	281248	0	0.109	0.	41.9147981	-87.6769966                                                                                                                                                 
IL	17031831100	1315159	0	0.508	0.	41.9428559	-87.7174955                                                                                                                                                
IL	17031831200	574052	0	0.222	0.	41.9153214	-87.73226                                                                                                                                                   
IL	17031831300	576183	0	0.222	0.	41.9077662	-87.7442596                                                                                                                                                 
IL	17031831400	2104282	0	0.812	0.	41.8691188	-87.7560884                                                                                                                                                
IL	17031831500	962686	0	0.372	0.	41.927595	-87.7880067                                                                                                                                                  
IL	17031831600	1488846	0	0.575	0.	41.9256105	-87.7976148                                                                                                                                                
IL	17031831700	532500	0	0.206	0.	41.9526537	-87.7452546                                                                                                                                                 
IL	17031831800	1910736	0	0.738	0.	41.9782238	-87.7164874                                                                                                                                                
IL	17031831900	324320	0	0.125	0.	41.945169	-87.6687907                                                                                                                                                  
IL	17031832000	167585	0	0.065	0.	41.9462941	-87.6542982                                                                                                                                                 
IL	17031832100	222094	0	0.086	0.	41.9528215	-87.6532414                                                                                                                                                 
IL	17031832200	399536	0	0.154	0.	41.9204799	-87.6799746                                                                                                                                                 
IL	17031832300	803547	37059	0.31	0.014	41.9198264	-87.6727807                                                                                                                                           
IL	17031832400	323051	0	0.125	0.	41.9157411	-87.6922565                                                                                                                                                 
IL	17031832500	742894	38645	0.287	0.015	41.9222304	-87.6647962                                                                                                                                          
IL	17031832600	689068	32563	0.266	0.013	41.9147541	-87.6544654                                                                                                                                          
IL	17031832900	404584	0	0.156	0.	41.8741751	-87.6619349                                                                                                                                                 
IL	17031833000	1312134	0	0.507	0.	41.8852863	-87.6572488                                                                                                                                                
IL	17031833100	922812	0	0.356	0.	41.8790778	-87.6570459                                                                                                                                                 
IL	17031833300	477330	0	0.184	0.	41.8716945	-87.6541237                                                                                                                                                 
IL	17031833900	677853	24124	0.262	0.009	41.7310321	-87.5474226                                                                                                                                          
IL	17031834000	967433	0	0.374	0.	41.7273938	-87.629432                                                                                                                                                  
IL	17031834200	975440	0	0.377	0.	41.7555676	-87.5836069                                                                                                                                                 
IL	17031834300	1911637	0	0.738	0.	41.7458348	-87.591788                                                                                                                                                 
IL	17031834400	586494	0	0.226	0.	41.7769504	-87.596303                                                                                                                                                  
IL	17031834500	464133	0	0.179	0.	41.786032	-87.6253618                                                                                                                                                  
IL	17031834600	1562221	0	0.603	0.	41.7872463	-87.6343057                                                                                                                                                
IL	17031834700	657991	0	0.254	0.	41.7906903	-87.6450334                                                                                                                                                 
IL	17031834800	599866	0	0.232	0.	41.7836336	-87.6450883                                                                                                                                                 
IL	17031834900	653144	0	0.252	0.	41.7722986	-87.6567361                                                                                                                                                 
IL	17031835000	1004079	0	0.388	0.	41.7828495	-87.6860492                                                                                                                                                
IL	17031835100	1003979	0	0.388	0.	41.7901579	-87.6862479                                                                                                                                                
IL	17031835200	988538	0	0.382	0.	41.7966437	-87.7452866                                                                                                                                                 
IL	17031835500	914014	0	0.353	0.	41.816354	-87.6325395                                                                                                                                                  
IL	17031835600	917505	0	0.354	0.	41.8018345	-87.6322016                                                                                                                                                 
IL	17031835800	284425	0	0.11	0.	41.8130462	-87.6187192                                                                                                                                                  
IL	17031836000	505740	0	0.195	0.	41.8140036	-87.6116844                                                                                                                                                 
IL	17031836100	860471	0	0.332	0.	41.7998052	-87.6186826                                                                                                                                                 
IL	17031836200	813762	0	0.314	0.	41.7904693	-87.6012849                                                                                                                                                 
IL	17031836300	137523	0	0.053	0.	41.8015324	-87.6017585                                                                                                                                                 
IL	17031836400	799114	867001	0.309	0.335	41.8190118	-87.5951761                                                                                                                                         
IL	17031836500	468075	469611	0.181	0.181	41.8259463	-87.599456                                                                                                                                          
IL	17031836600	634181	0	0.245	0.	41.8986973	-87.7088059                                                                                                                                                 
IL	17031836700	1227830	0	0.474	0.	41.8917041	-87.7021747                                                                                                                                                
IL	17031836800	801875	14139	0.31	0.005	41.8850903	-87.7149666                                                                                                                                           
IL	17031836900	164712	0	0.064	0.	41.8818831	-87.7061362                                                                                                                                                 
IL	17031837000	412544	0	0.159	0.	41.8783233	-87.6986739                                                                                                                                                 
IL	17031837100	745370	0	0.288	0.	41.8856736	-87.6987204                                                                                                                                                 
IL	17031837300	368498	0	0.142	0.	41.8716191	-87.7055524                                                                                                                                                 
IL	17031837400	591450	0	0.228	0.	41.8759745	-87.6938013                                                                                                                                                 
IL	17031837800	1005364	0	0.388	0.	41.8847504	-87.6841272                                                                                                                                                
IL	17031838000	538297	0	0.208	0.	41.8773666	-87.6806521                                                                                                                                                 
IL	17031838100	820068	0	0.317	0.	41.87867	-87.6716928                                                                                                                                                   
IL	17031838200	1151290	0	0.445	0.	41.8704149	-87.675126                                                                                                                                                 
IL	17031838300	348132	0	0.134	0.	41.9015665	-87.6384039                                                                                                                                                 
IL	17031838600	246251	0	0.095	0.	41.8678233	-87.7008236                                                                                                                                                 
IL	17031838700	658085	0	0.254	0.	41.8625775	-87.7201851                                                                                                                                                 
IL	17031838800	17863256	3802983	6.897	1.468	41.6834042	-87.5740611                                                                                                                                      
IL	17031839000	485902	30871	0.188	0.012	41.8710517	-87.6312983                                                                                                                                          
IL	17031839100	1101771	84111	0.425	0.032	41.8809857	-87.6330703                                                                                                                                         
IL	17031839200	650846	0	0.251	0.	41.8420108	-87.6220362                                                                                                                                                 
IL	17031839500	262139	0	0.101	0.	41.8340975	-87.6192919                                                                                                                                                 
IL	17031839600	327053	0	0.126	0.	41.8274428	-87.6192486                                                                                                                                                 
IL	17031839700	618387	13451	0.239	0.005	41.8336508	-87.6519488                                                                                                                                          
IL	17031839800	266175	0	0.103	0.	41.8350674	-87.6431623                                                                                                                                                 
IL	17031839900	1153324	13899	0.445	0.005	41.8273459	-87.648454                                                                                                                                          
IL	17031840000	569394	0	0.22	0.	41.8314369	-87.6384053                                                                                                                                                  
IL	17031840100	332956	0	0.129	0.	41.8418308	-87.639203                                                                                                                                                  
IL	17031840200	826355	36519	0.319	0.014	41.8446476	-87.6492096                                                                                                                                          
IL	17031840300	831049	0	0.321	0.	41.832097	-87.6818813                                                                                                                                                  
IL	17031840400	977537	22800	0.377	0.009	41.8339264	-87.6671616                                                                                                                                          
IL	17031840700	541526	0	0.209	0.	41.8529302	-87.6942666                                                                                                                                                 
IL	17031840800	328679	0	0.127	0.	41.8408329	-87.707371                                                                                                                                                  
IL	17031841000	1054201	296569	0.407	0.115	41.8475444	-87.6101983                                                                                                                                        
IL	17031841100	1117345	28895	0.431	0.011	41.8516438	-87.6356612                                                                                                                                         
IL	17031841200	625407	0	0.241	0.	41.8555618	-87.683342                                                                                                                                                  
IL	17031841300	1345364	68765	0.519	0.027	41.8439774	-87.6842025                                                                                                                                         
IL	17031841500	432305	0	0.167	0.	41.8616224	-87.7079132                                                                                                                                                 
IL	17031841700	266794	0	0.103	0.	41.8531302	-87.7041819                                                                                                                                                 
IL	17031841800	1643374	0	0.635	0.	41.7663063	-87.5994203                                                                                                                                                
IL	17031841900	2496100	68430	0.964	0.026	41.8684578	-87.6429648                                                                                                                                         
IL	17031842000	590013	0	0.228	0.	41.83496	-87.6251702                                                                                                                                                   
IL	17031842100	2034641	0	0.786	0.	41.8952785	-87.7336103                                                                                                                                                
IL	17031842200	1407941	136789	0.544	0.053	41.9047279	-87.6492199                                                                                                                                        
IL	17031842300	1741942	135729	0.673	0.052	41.9097236	-87.6606398                                                                                                                                        
IL	17031842400	1985975	0	0.767	0.	41.7424258	-87.6300706                                                                                                                                                
IL	17031842500	1075294	0	0.415	0.	41.7769506	-87.6232157                                                                                                                                                
IL	17031842600	3679417	0	1.421	0.	41.8162186	-87.6516951                                                                                                                                                
IL	17031842800	1516562	0	0.586	0.	41.8075339	-87.6983044                                                                                                                                                
IL	17031842900	2208391	0	0.853	0.	41.8631389	-87.6729371                                                                                                                                                
IL	17031843000	1065861	0	0.412	0.	41.8679365	-87.7227489                                                                                                                                                
IL	17031843100	980297	32379	0.378	0.013	41.8626017	-87.6994529                                                                                                                                          
IL	17031843200	2788963	305033	1.077	0.118	41.8487153	-87.6642169                                                                                                                                        
IL	17031843300	584251	0	0.226	0.	41.8637638	-87.6925503                                                                                                                                                 
IL	17031843400	656213	0	0.253	0.	41.8493274	-87.7320218                                                                                                                                                 
IL	17031843500	1890168	143193	0.73	0.055	41.8409834	-87.6975661                                                                                                                                         
IL	17031843600	410895	0	0.159	0.	41.8067653	-87.6089488                                                                                                                                                 
